"Título de trazado: M5023"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C","Event, mm","Acoplador separado","Acoplador adjunto","Host conectado","Parado","Final de archivo"
497,03/02/2018 09:14:58 PM,8.680,,,,,,
498,03/02/2018 09:29:58 PM,8.779,,,,,,
499,03/02/2018 09:44:58 PM,8.779,,,,,,
500,03/02/2018 09:59:58 PM,8.779,,,,,,
501,03/02/2018 10:07:49 PM,,16.8,,,,,
502,03/02/2018 10:14:58 PM,8.879,,,,,,
503,03/02/2018 10:29:58 PM,8.879,,,,,,
504,03/02/2018 10:44:58 PM,8.978,,,,,,
505,03/02/2018 10:59:58 PM,8.978,,,,,,
506,03/02/2018 11:14:58 PM,8.879,,,,,,
507,03/02/2018 11:29:58 PM,8.879,,,,,,
508,03/02/2018 11:44:58 PM,8.879,,,,,,
509,03/02/2018 11:52:20 PM,,16.9,,,,,
510,03/02/2018 11:59:58 PM,8.879,,,,,,
511,03/03/2018 12:14:58 AM,8.879,,,,,,
512,03/03/2018 12:29:58 AM,8.879,,,,,,
513,03/03/2018 12:44:58 AM,8.879,,,,,,
514,03/03/2018 12:59:58 AM,8.779,,,,,,
515,03/03/2018 01:14:58 AM,8.779,,,,,,
516,03/03/2018 01:29:58 AM,8.779,,,,,,
517,03/03/2018 01:44:58 AM,8.779,,,,,,
518,03/03/2018 01:59:58 AM,8.779,,,,,,
519,03/03/2018 02:14:58 AM,8.779,,,,,,
520,03/03/2018 02:17:38 AM,,17.0,,,,,
521,03/03/2018 02:29:58 AM,8.779,,,,,,
522,03/03/2018 02:44:58 AM,8.779,,,,,,
523,03/03/2018 02:50:31 AM,,17.1,,,,,
524,03/03/2018 02:59:58 AM,8.779,,,,,,
525,03/03/2018 03:02:30 AM,,17.2,,,,,
526,03/03/2018 03:14:58 AM,8.779,,,,,,
527,03/03/2018 03:21:00 AM,,17.3,,,,,
528,03/03/2018 03:29:58 AM,8.779,,,,,,
529,03/03/2018 03:42:15 AM,,17.4,,,,,
530,03/03/2018 03:44:58 AM,8.779,,,,,,
531,03/03/2018 03:58:41 AM,,17.5,,,,,
532,03/03/2018 03:59:58 AM,8.680,,,,,,
533,03/03/2018 04:07:01 AM,,17.6,,,,,
534,03/03/2018 04:14:53 AM,,17.7,,,,,
535,03/03/2018 04:14:58 AM,8.680,,,,,,
536,03/03/2018 04:29:58 AM,8.680,,,,,,
537,03/03/2018 04:33:03 AM,,17.8,,,,,
538,03/03/2018 04:44:58 AM,8.680,,,,,,
539,03/03/2018 04:59:58 AM,8.680,,,,,,
540,03/03/2018 05:00:15 AM,,17.9,,,,,
541,03/03/2018 05:14:58 AM,8.779,,,,,,
542,03/03/2018 05:29:58 AM,8.779,,,,,,
543,03/03/2018 05:42:11 AM,,18.0,,,,,
544,03/03/2018 05:44:58 AM,8.779,,,,,,
545,03/03/2018 05:54:20 AM,,18.1,,,,,
546,03/03/2018 05:59:58 AM,8.779,,,,,,
547,03/03/2018 06:03:03 AM,,18.2,,,,,
548,03/03/2018 06:07:09 AM,,18.3,,,,,
549,03/03/2018 06:14:05 AM,,18.4,,,,,
550,03/03/2018 06:14:58 AM,8.779,,,,,,
551,03/03/2018 06:19:14 AM,,18.5,,,,,
552,03/03/2018 06:25:03 AM,,18.6,,,,,
553,03/03/2018 06:29:58 AM,8.779,,,,,,
554,03/03/2018 06:31:00 AM,,18.7,,,,,
555,03/03/2018 06:37:31 AM,,18.8,,,,,
556,03/03/2018 06:43:19 AM,,18.9,,,,,
557,03/03/2018 06:44:58 AM,8.779,,,,,,
558,03/03/2018 06:55:52 AM,,19.0,,,,,
559,03/03/2018 06:59:58 AM,8.779,,,,,,
560,03/03/2018 07:06:08 AM,,19.1,,,,,
561,03/03/2018 07:09:26 AM,,19.2,,,,,
562,03/03/2018 07:11:23 AM,,19.3,,,,,
563,03/03/2018 07:13:23 AM,,19.4,,,,,
564,03/03/2018 07:14:58 AM,8.978,,,,,,
565,03/03/2018 07:17:26 AM,,19.5,,,,,
566,03/03/2018 07:26:00 AM,,19.6,,,,,
567,03/03/2018 07:29:58 AM,9.176,,,,,,
568,03/03/2018 07:30:43 AM,,19.7,,,,,
569,03/03/2018 07:36:05 AM,,19.8,,,,,
570,03/03/2018 07:44:58 AM,9.373,,,,,,
571,03/03/2018 07:46:36 AM,,19.9,,,,,
572,03/03/2018 07:50:30 AM,,20.0,,,,,
573,03/03/2018 07:55:35 AM,,20.1,,,,,
574,03/03/2018 07:59:58 AM,9.571,,,,,,
575,03/03/2018 08:05:57 AM,,20.2,,,,,
576,03/03/2018 08:14:58 AM,9.768,,,,,,
577,03/03/2018 08:16:49 AM,,20.3,,,,,
578,03/03/2018 08:27:07 AM,,20.4,,,,,
579,03/03/2018 08:29:58 AM,9.866,,,,,,
580,03/03/2018 08:33:30 AM,,20.5,,,,,
581,03/03/2018 08:44:58 AM,9.866,,,,,,
582,03/03/2018 08:45:24 AM,,20.6,,,,,
583,03/03/2018 08:50:09 AM,,20.7,,,,,
584,03/03/2018 08:53:06 AM,,20.8,,,,,
585,03/03/2018 08:58:39 AM,,20.9,,,,,
586,03/03/2018 08:59:58 AM,9.866,,,,,,
587,03/03/2018 09:07:05 AM,,21.0,,,,,
588,03/03/2018 09:13:49 AM,,21.1,,,,,
589,03/03/2018 09:14:58 AM,10.161,,,,,,
590,03/03/2018 09:18:29 AM,,21.2,,,,,
591,03/03/2018 09:24:54 AM,,21.3,,,,,
592,03/03/2018 09:29:58 AM,10.357,,,,,,
593,03/03/2018 09:35:11 AM,,21.4,,,,,
594,03/03/2018 09:40:48 AM,,21.5,,,,,
595,03/03/2018 09:44:58 AM,10.455,,,,,,
596,03/03/2018 09:52:38 AM,,21.6,,,,,
597,03/03/2018 09:55:27 AM,,21.7,,,,,
598,03/03/2018 09:59:58 AM,10.357,,,,,,
599,03/03/2018 10:04:50 AM,,21.8,,,,,
600,03/03/2018 10:14:58 AM,10.846,,,,,,
601,03/03/2018 10:29:58 AM,11.041,,,,,,
602,03/03/2018 10:37:10 AM,,21.9,,,,,
603,03/03/2018 10:44:58 AM,12.013,,,,,,
604,03/03/2018 10:46:53 AM,,22.0,,,,,
605,03/03/2018 10:50:05 AM,,22.1,,,,,
606,03/03/2018 10:52:31 AM,,22.2,,,,,
607,03/03/2018 10:54:32 AM,,22.3,,,,,
608,03/03/2018 10:56:31 AM,,22.4,,,,,
609,03/03/2018 10:59:45 AM,,22.5,,,,,
610,03/03/2018 10:59:58 AM,11.722,,,,,,
611,03/03/2018 11:03:51 AM,,22.6,,,,,
612,03/03/2018 11:06:39 AM,,22.7,,,,,
613,03/03/2018 11:09:50 AM,,22.8,,,,,
614,03/03/2018 11:14:58 AM,11.819,,,,,,
615,03/03/2018 11:29:58 AM,13.461,,,,,,
616,03/03/2018 11:40:31 AM,,22.9,,,,,
617,03/03/2018 11:44:58 AM,12.787,,,,,,
618,03/03/2018 11:59:58 AM,14.038,,,,,,
619,03/03/2018 12:14:58 PM,13.558,,,,,,
620,03/03/2018 12:29:58 PM,13.365,,,,,,
621,03/03/2018 12:44:58 PM,14.517,,,,,,
622,03/03/2018 12:45:52 PM,,23.0,,,,,
623,03/03/2018 12:59:58 PM,14.996,,,,,,
624,03/03/2018 01:14:58 PM,14.804,,,,,,
625,03/03/2018 01:29:58 PM,15.091,,,,,,
626,03/03/2018 01:44:58 PM,14.421,,,,,,
627,03/03/2018 01:59:58 PM,14.230,,,,,,
628,03/03/2018 02:14:58 PM,14.996,,,,,,
629,03/03/2018 02:29:58 PM,13.173,,,,,,
630,03/03/2018 02:43:54 PM,,23.1,,,,,
631,03/03/2018 02:44:58 PM,12.787,,,,,,
632,03/03/2018 02:59:58 PM,13.269,,,,,,
633,03/03/2018 03:14:58 PM,13.365,,,,,,
634,03/03/2018 03:29:58 PM,13.173,,,,,,
635,03/03/2018 03:44:58 PM,12.883,,,,,,
636,03/03/2018 03:59:58 PM,12.304,,,,,,
637,03/03/2018 04:14:58 PM,11.916,,,,,,
638,03/03/2018 04:29:58 PM,11.722,,,,,,
639,03/03/2018 04:44:58 PM,11.236,,,,,,
640,03/03/2018 04:59:58 PM,10.553,,,,,,
641,03/03/2018 05:14:58 PM,10.357,,,,,,
642,03/03/2018 05:18:18 PM,,23.2,,,,,
643,03/03/2018 05:29:58 PM,10.357,,,,,,
644,03/03/2018 05:44:58 PM,10.259,,,,,,
645,03/03/2018 05:59:58 PM,9.965,,,,,,
646,03/03/2018 06:14:58 PM,9.768,,,,,,
647,03/03/2018 06:29:58 PM,9.571,,,,,,
648,03/03/2018 06:44:58 PM,9.373,,,,,,
649,03/03/2018 06:59:58 PM,9.373,,,,,,
650,03/03/2018 07:14:58 PM,9.275,,,,,,
651,03/03/2018 07:29:58 PM,9.275,,,,,,
652,03/03/2018 07:44:58 PM,9.275,,,,,,
653,03/03/2018 07:51:19 PM,,23.3,,,,,
654,03/03/2018 07:59:58 PM,9.275,,,,,,
655,03/03/2018 08:14:58 PM,9.275,,,,,,
656,03/03/2018 08:29:58 PM,9.275,,,,,,
657,03/03/2018 08:44:58 PM,9.275,,,,,,
658,03/03/2018 08:59:58 PM,9.275,,,,,,
659,03/03/2018 09:14:58 PM,9.275,,,,,,
660,03/03/2018 09:29:58 PM,9.176,,,,,,
661,03/03/2018 09:44:58 PM,9.176,,,,,,
662,03/03/2018 09:59:58 PM,9.176,,,,,,
663,03/03/2018 10:14:58 PM,9.077,,,,,,
664,03/03/2018 10:29:58 PM,9.077,,,,,,
665,03/03/2018 10:44:58 PM,9.077,,,,,,
666,03/03/2018 10:59:58 PM,9.077,,,,,,
667,03/03/2018 11:14:58 PM,9.077,,,,,,
668,03/03/2018 11:29:58 PM,8.978,,,,,,
669,03/03/2018 11:44:58 PM,8.978,,,,,,
670,03/03/2018 11:59:58 PM,8.978,,,,,,
671,03/04/2018 12:14:58 AM,8.879,,,,,,
672,03/04/2018 12:29:58 AM,8.879,,,,,,
673,03/04/2018 12:44:58 AM,8.879,,,,,,
674,03/04/2018 12:51:43 AM,,23.4,,,,,
675,03/04/2018 12:59:58 AM,8.879,,,,,,
676,03/04/2018 01:14:58 AM,8.779,,,,,,
677,03/04/2018 01:29:58 AM,8.779,,,,,,
678,03/04/2018 01:44:58 AM,8.779,,,,,,
679,03/04/2018 01:59:58 AM,8.779,,,,,,
680,03/04/2018 02:14:58 AM,8.680,,,,,,
681,03/04/2018 02:29:58 AM,8.581,,,,,,
682,03/04/2018 02:30:53 AM,,23.5,,,,,
683,03/04/2018 02:44:58 AM,8.581,,,,,,
684,03/04/2018 02:59:58 AM,8.581,,,,,,
685,03/04/2018 03:14:58 AM,8.680,,,,,,
686,03/04/2018 03:29:58 AM,8.581,,,,,,
687,03/04/2018 03:44:58 AM,8.581,,,,,,
688,03/04/2018 03:59:58 AM,8.581,,,,,,
689,03/04/2018 04:14:58 AM,8.581,,,,,,
690,03/04/2018 04:29:58 AM,8.680,,,,,,
691,03/04/2018 04:44:58 AM,8.581,,,,,,
692,03/04/2018 04:59:58 AM,8.581,,,,,,
693,03/04/2018 05:14:58 AM,8.581,,,,,,
694,03/04/2018 05:29:58 AM,8.581,,,,,,
695,03/04/2018 05:44:58 AM,8.581,,,,,,
696,03/04/2018 05:59:58 AM,8.581,,,,,,
697,03/04/2018 06:14:58 AM,8.581,,,,,,
698,03/04/2018 06:29:58 AM,8.581,,,,,,
699,03/04/2018 06:44:58 AM,8.680,,,,,,
700,03/04/2018 06:59:58 AM,8.680,,,,,,
701,03/04/2018 07:14:58 AM,8.779,,,,,,
702,03/04/2018 07:29:58 AM,8.978,,,,,,
703,03/04/2018 07:44:58 AM,9.077,,,,,,
704,03/04/2018 07:59:58 AM,9.176,,,,,,
705,03/04/2018 08:14:58 AM,9.472,,,,,,
706,03/04/2018 08:29:58 AM,10.259,,,,,,
707,03/04/2018 08:44:58 AM,10.553,,,,,,
708,03/04/2018 08:59:58 AM,10.651,,,,,,
709,03/04/2018 09:14:58 AM,10.748,,,,,,
710,03/04/2018 09:29:58 AM,10.846,,,,,,
711,03/04/2018 09:44:58 AM,11.819,,,,,,
712,03/04/2018 09:59:58 AM,12.980,,,,,,
713,03/04/2018 10:14:58 AM,13.076,,,,,,
714,03/04/2018 10:29:58 AM,14.038,,,,,,
715,03/04/2018 10:44:58 AM,15.378,,,,,,
716,03/04/2018 10:59:58 AM,14.900,,,,,,
717,03/04/2018 11:14:58 AM,14.613,,,,,,
718,03/04/2018 11:29:58 AM,16.332,,,,,,
719,03/04/2018 11:44:58 AM,15.664,,,,,,
720,03/04/2018 11:59:58 AM,14.709,,,,,,
721,03/04/2018 12:14:58 PM,14.134,,,,,,
722,03/04/2018 12:29:58 PM,14.709,,,,,,
723,03/04/2018 12:44:58 PM,14.230,,,,,,
724,03/04/2018 12:47:17 PM,,23.6,,,,,
725,03/04/2018 12:59:58 PM,13.558,,,,,,
726,03/04/2018 01:04:43 PM,,23.7,,,,,
727,03/04/2018 01:12:12 PM,,23.8,,,,,
728,03/04/2018 01:14:58 PM,13.365,,,,,,
729,03/04/2018 01:29:58 PM,13.173,,,,,,
730,03/04/2018 01:44:58 PM,12.401,,,,,,
731,03/04/2018 01:59:58 PM,12.594,,,,,,
732,03/04/2018 02:14:58 PM,13.846,,,,,,
733,03/04/2018 02:29:58 PM,14.517,,,,,,
734,03/04/2018 02:44:58 PM,13.365,,,,,,
735,03/04/2018 02:59:58 PM,12.401,,,,,,
736,03/04/2018 03:14:58 PM,12.110,,,,,,
737,03/04/2018 03:29:58 PM,12.304,,,,,,
738,03/04/2018 03:44:58 PM,12.787,,,,,,
739,03/04/2018 03:59:58 PM,13.558,,,,,,
740,03/04/2018 04:14:58 PM,13.173,,,,,,
741,03/04/2018 04:29:58 PM,12.401,,,,,,
742,03/04/2018 04:44:58 PM,11.819,,,,,,
743,03/04/2018 04:59:58 PM,11.334,,,,,,
744,03/04/2018 05:14:58 PM,11.041,,,,,,
745,03/04/2018 05:29:58 PM,10.846,,,,,,
746,03/04/2018 05:44:58 PM,10.651,,,,,,
747,03/04/2018 05:59:58 PM,10.357,,,,,,
748,03/04/2018 06:14:58 PM,10.161,,,,,,
749,03/04/2018 06:29:58 PM,9.866,,,,,,
750,03/04/2018 06:44:58 PM,9.176,,,,,,
751,03/04/2018 06:59:58 PM,8.382,,,,,,
752,03/04/2018 07:14:58 PM,7.682,,,,,,
753,03/04/2018 07:29:58 PM,7.079,,,,,,
754,03/04/2018 07:44:58 PM,6.978,,,,,,
755,03/04/2018 07:59:58 PM,6.674,,,,,,
756,03/04/2018 08:14:58 PM,7.079,,,,,,
757,03/04/2018 08:29:58 PM,7.381,,,,,,
758,03/04/2018 08:44:58 PM,7.381,,,,,,
759,03/04/2018 08:59:58 PM,7.280,,,,,,
760,03/04/2018 09:14:58 PM,7.381,,,,,,
761,03/04/2018 09:29:58 PM,7.481,,,,,,
762,03/04/2018 09:44:58 PM,7.179,,,,,,
763,03/04/2018 09:59:58 PM,6.775,,,,,,
764,03/04/2018 10:14:58 PM,6.166,,,,,,
765,03/04/2018 10:29:58 PM,5.962,,,,,,
766,03/04/2018 10:44:58 PM,5.552,,,,,,
767,03/04/2018 10:59:58 PM,5.244,,,,,,
768,03/04/2018 11:14:58 PM,5.141,,,,,,
769,03/04/2018 11:24:10 PM,,23.9,,,,,
770,03/04/2018 11:29:58 PM,5.347,,,,,,
771,03/04/2018 11:44:58 PM,5.860,,,,,,
772,03/04/2018 11:59:58 PM,6.268,,,,,,
773,03/05/2018 12:14:58 AM,6.370,,,,,,
774,03/05/2018 12:29:58 AM,6.166,,,,,,
775,03/05/2018 12:44:58 AM,5.962,,,,,,
776,03/05/2018 12:59:58 AM,6.064,,,,,,
777,03/05/2018 01:14:58 AM,5.655,,,,,,
778,03/05/2018 01:29:58 AM,5.757,,,,,,
779,03/05/2018 01:44:58 AM,5.347,,,,,,
780,03/05/2018 01:59:58 AM,5.244,,,,,,
781,03/05/2018 02:14:58 AM,4.934,,,,,,
782,03/05/2018 02:29:58 AM,5.037,,,,,,
783,03/05/2018 02:44:58 AM,5.244,,,,,,
784,03/05/2018 02:59:58 AM,4.934,,,,,,
785,03/05/2018 03:14:58 AM,4.519,,,,,,
786,03/05/2018 03:29:58 AM,4.934,,,,,,
787,03/05/2018 03:44:58 AM,5.141,,,,,,
788,03/05/2018 03:59:58 AM,5.757,,,,,,
789,03/05/2018 04:14:58 AM,6.268,,,,,,
790,03/05/2018 04:29:58 AM,6.370,,,,,,
791,03/05/2018 04:44:58 AM,6.573,,,,,,
792,03/05/2018 04:59:58 AM,6.471,,,,,,
793,03/05/2018 05:14:58 AM,6.471,,,,,,
794,03/05/2018 05:29:58 AM,6.674,,,,,,
795,03/05/2018 05:44:58 AM,6.674,,,,,,
796,03/05/2018 05:59:58 AM,6.573,,,,,,
797,03/05/2018 06:14:58 AM,6.573,,,,,,
798,03/05/2018 06:29:58 AM,6.674,,,,,,
799,03/05/2018 06:44:58 AM,6.877,,,,,,
800,03/05/2018 06:59:58 AM,7.280,,,,,,
801,03/05/2018 07:14:58 AM,7.882,,,,,,
802,03/05/2018 07:29:58 AM,8.182,,,,,,
803,03/05/2018 07:44:37 AM,,24.0,,,,,
804,03/05/2018 07:44:58 AM,8.481,,,,,,
805,03/05/2018 07:59:58 AM,8.779,,,,,,
806,03/05/2018 08:11:39 AM,,24.1,,,,,
807,03/05/2018 08:14:58 AM,10.455,,,,,,
808,03/05/2018 08:29:58 AM,11.041,,,,,,
809,03/05/2018 08:44:58 AM,11.722,,,,,,
810,03/05/2018 08:59:58 AM,11.625,,,,,,
811,03/05/2018 09:14:58 AM,11.528,,,,,,
812,03/05/2018 09:29:58 AM,11.625,,,,,,
813,03/05/2018 09:44:58 AM,11.916,,,,,,
814,03/05/2018 09:59:58 AM,12.207,,,,,,
815,03/05/2018 10:14:58 AM,12.883,,,,,,
816,03/05/2018 10:29:58 AM,13.654,,,,,,
817,03/05/2018 10:44:58 AM,15.091,,,,,,
818,03/05/2018 10:59:58 AM,16.427,,,,,,
819,03/05/2018 11:14:58 AM,17.284,,,,,,
820,03/05/2018 11:29:58 AM,17.379,,,,,,
821,03/05/2018 11:44:58 AM,16.427,,,,,,
822,03/05/2018 11:59:58 AM,15.951,,,,,,
823,03/05/2018 12:14:58 PM,17.475,,,,,,
824,03/05/2018 12:29:58 PM,17.094,,,,,,
825,03/05/2018 12:44:58 PM,18.426,,,,,,
826,03/05/2018 12:59:58 PM,17.760,,,,,,
827,03/05/2018 01:14:58 PM,17.094,,,,,,
828,03/05/2018 01:29:58 PM,18.426,,,,,,
829,03/05/2018 01:44:58 PM,16.427,,,,,,
830,03/05/2018 01:59:58 PM,15.378,,,,,,
831,03/05/2018 02:14:58 PM,15.187,,,,,,
832,03/05/2018 02:29:58 PM,16.523,,,,,,
833,03/05/2018 02:44:58 PM,15.855,,,,,,
834,03/05/2018 02:59:58 PM,15.378,,,,,,
835,03/05/2018 03:14:58 PM,14.134,,,,,,
836,03/05/2018 03:29:58 PM,12.883,,,,,,
837,03/05/2018 03:44:58 PM,12.883,,,,,,
838,03/05/2018 03:59:58 PM,12.787,,,,,,
839,03/05/2018 04:11:45 PM,,24.2,,,,,
840,03/05/2018 04:14:58 PM,13.076,,,,,,
841,03/05/2018 04:29:58 PM,12.594,,,,,,
842,03/05/2018 04:44:58 PM,12.110,,,,,,
843,03/05/2018 04:59:58 PM,12.110,,,,,,
844,03/05/2018 05:14:58 PM,12.304,,,,,,
845,03/05/2018 05:29:58 PM,12.401,,,,,,
846,03/05/2018 05:44:58 PM,12.110,,,,,,
847,03/05/2018 05:59:58 PM,11.528,,,,,,
848,03/05/2018 06:14:58 PM,10.846,,,,,,
849,03/05/2018 06:29:58 PM,10.161,,,,,,
850,03/05/2018 06:44:58 PM,9.669,,,,,,
851,03/05/2018 06:59:58 PM,9.472,,,,,,
852,03/05/2018 07:14:58 PM,9.176,,,,,,
853,03/05/2018 07:29:58 PM,9.077,,,,,,
854,03/05/2018 07:44:58 PM,8.978,,,,,,
855,03/05/2018 07:59:58 PM,9.176,,,,,,
856,03/05/2018 08:14:58 PM,9.275,,,,,,
857,03/05/2018 08:29:58 PM,9.373,,,,,,
858,03/05/2018 08:44:58 PM,9.373,,,,,,
859,03/05/2018 08:59:58 PM,9.275,,,,,,
860,03/05/2018 09:14:58 PM,9.176,,,,,,
861,03/05/2018 09:29:58 PM,9.176,,,,,,
862,03/05/2018 09:44:58 PM,9.176,,,,,,
863,03/05/2018 09:59:58 PM,9.176,,,,,,
864,03/05/2018 10:14:58 PM,9.176,,,,,,
865,03/05/2018 10:29:58 PM,9.176,,,,,,
866,03/05/2018 10:44:58 PM,9.176,,,,,,
867,03/05/2018 10:51:23 PM,,24.3,,,,,
868,03/05/2018 10:59:58 PM,9.176,,,,,,
869,03/05/2018 11:14:58 PM,8.879,,,,,,
870,03/05/2018 11:29:58 PM,8.282,,,,,,
871,03/05/2018 11:44:58 PM,7.682,,,,,,
872,03/05/2018 11:59:58 PM,7.179,,,,,,
873,03/06/2018 12:14:58 AM,6.775,,,,,,
874,03/06/2018 12:29:58 AM,6.471,,,,,,
875,03/06/2018 12:44:58 AM,6.064,,,,,,
876,03/06/2018 12:59:58 AM,6.064,,,,,,
877,03/06/2018 01:14:58 AM,6.370,,,,,,
878,03/06/2018 01:29:58 AM,6.268,,,,,,
879,03/06/2018 01:44:58 AM,6.370,,,,,,
880,03/06/2018 01:59:58 AM,6.370,,,,,,
881,03/06/2018 02:14:58 AM,6.064,,,,,,
882,03/06/2018 02:29:58 AM,5.860,,,,,,
883,03/06/2018 02:44:58 AM,5.962,,,,,,
884,03/06/2018 02:59:58 AM,6.166,,,,,,
885,03/06/2018 03:14:58 AM,6.064,,,,,,
886,03/06/2018 03:29:58 AM,5.860,,,,,,
887,03/06/2018 03:44:58 AM,5.655,,,,,,
888,03/06/2018 03:59:58 AM,6.268,,,,,,
889,03/06/2018 04:14:58 AM,6.573,,,,,,
890,03/06/2018 04:29:58 AM,6.978,,,,,,
891,03/06/2018 04:44:58 AM,7.280,,,,,,
892,03/06/2018 04:59:58 AM,7.179,,,,,,
893,03/06/2018 05:14:58 AM,7.179,,,,,,
894,03/06/2018 05:29:58 AM,7.079,,,,,,
895,03/06/2018 05:44:58 AM,7.179,,,,,,
896,03/06/2018 05:59:58 AM,7.179,,,,,,
897,03/06/2018 06:14:58 AM,7.280,,,,,,
898,03/06/2018 06:27:01 AM,,24.4,,,,,
899,03/06/2018 06:29:58 AM,7.381,,,,,,
900,03/06/2018 06:44:58 AM,7.481,,,,,,
901,03/06/2018 06:59:58 AM,7.682,,,,,,
902,03/06/2018 07:14:58 AM,7.882,,,,,,
903,03/06/2018 07:28:41 AM,,24.5,,,,,
904,03/06/2018 07:29:58 AM,8.282,,,,,,
905,03/06/2018 07:44:58 AM,8.879,,,,,,
906,03/06/2018 07:47:42 AM,,24.6,,,,,
907,03/06/2018 07:54:13 AM,,24.7,,,,,
908,03/06/2018 07:56:18 AM,,24.8,,,,,
909,03/06/2018 07:58:40 AM,,24.9,,,,,
910,03/06/2018 07:59:58 AM,9.077,,,,,,
911,03/06/2018 08:04:24 AM,,25.0,,,,,
912,03/06/2018 08:14:15 AM,,25.1,,,,,
913,03/06/2018 08:14:58 AM,9.373,,,,,,
914,03/06/2018 08:20:33 AM,,25.2,,,,,
915,03/06/2018 08:28:45 AM,,25.3,,,,,
916,03/06/2018 08:29:58 AM,9.866,,,,,,
917,03/06/2018 08:44:58 AM,10.846,,,,,,
918,03/06/2018 08:59:58 AM,11.041,,,,,,
919,03/06/2018 09:14:58 AM,11.431,,,,,,
920,03/06/2018 09:29:58 AM,12.497,,,,,,
921,03/06/2018 09:44:58 AM,13.558,,,,,,
922,03/06/2018 09:59:58 AM,13.654,,,,,,
923,03/06/2018 10:14:58 AM,13.076,,,,,,
924,03/06/2018 10:29:58 AM,13.269,,,,,,
925,03/06/2018 10:44:58 AM,14.325,,,,,,
926,03/06/2018 10:59:58 AM,14.996,,,,,,
927,03/06/2018 11:14:58 AM,14.325,,,,,,
928,03/06/2018 11:29:58 AM,14.421,,,,,,
929,03/06/2018 11:44:58 AM,14.804,,,,,,
930,03/06/2018 11:59:58 AM,14.038,,,,,,
931,03/06/2018 12:14:58 PM,13.750,,,,,,
932,03/06/2018 12:29:58 PM,15.091,,,,,,
933,03/06/2018 12:44:58 PM,16.046,,,,,,
934,03/06/2018 12:59:58 PM,14.996,,,,,,
935,03/06/2018 01:14:58 PM,16.523,,,,,,
936,03/06/2018 01:29:58 PM,18.045,,,,,,
937,03/06/2018 01:38:37 PM,,25.4,,,,,
938,03/06/2018 01:44:58 PM,15.760,,,,,,
939,03/06/2018 01:59:58 PM,14.134,,,,,,
940,03/06/2018 02:06:48 PM,,25.5,,,,,
941,03/06/2018 02:14:19 PM,,25.6,,,,,
942,03/06/2018 02:14:58 PM,14.134,,,,,,
943,03/06/2018 02:20:13 PM,,25.7,,,,,
944,03/06/2018 02:23:28 PM,,25.8,,,,,
945,03/06/2018 02:27:25 PM,,25.9,,,,,
946,03/06/2018 02:29:58 PM,13.750,,,,,,
947,03/06/2018 02:31:30 PM,,26.0,,,,,
948,03/06/2018 02:39:50 PM,,26.1,,,,,
949,03/06/2018 02:44:58 PM,13.269,,,,,,
950,03/06/2018 02:59:58 PM,12.980,,,,,,
951,03/06/2018 03:06:09 PM,,26.2,,,,,
952,03/06/2018 03:14:58 PM,14.038,,,,,,
953,03/06/2018 03:29:58 PM,14.804,,,,,,
954,03/06/2018 03:44:58 PM,14.134,,,,,,
955,03/06/2018 03:59:58 PM,14.038,,,,,,
956,03/06/2018 04:14:58 PM,13.558,,,,,,
957,03/06/2018 04:29:58 PM,13.173,,,,,,
958,03/06/2018 04:44:58 PM,12.787,,,,,,
959,03/06/2018 04:59:58 PM,12.304,,,,,,
960,03/06/2018 05:14:58 PM,11.916,,,,,,
961,03/06/2018 05:29:58 PM,11.041,,,,,,
962,03/06/2018 05:44:58 PM,10.846,,,,,,
963,03/06/2018 05:59:58 PM,10.357,,,,,,
964,03/06/2018 06:14:58 PM,9.965,,,,,,
965,03/06/2018 06:29:58 PM,9.768,,,,,,
966,03/06/2018 06:44:58 PM,9.669,,,,,,
967,03/06/2018 06:59:58 PM,9.571,,,,,,
968,03/06/2018 07:14:58 PM,9.472,,,,,,
969,03/06/2018 07:29:58 PM,9.373,,,,,,
970,03/06/2018 07:44:58 PM,9.275,,,,,,
971,03/06/2018 07:59:58 PM,9.275,,,,,,
972,03/06/2018 08:14:58 PM,9.275,,,,,,
973,03/06/2018 08:29:58 PM,9.275,,,,,,
974,03/06/2018 08:44:58 PM,9.275,,,,,,
975,03/06/2018 08:59:58 PM,9.176,,,,,,
976,03/06/2018 09:14:58 PM,9.176,,,,,,
977,03/06/2018 09:29:58 PM,9.176,,,,,,
978,03/06/2018 09:44:58 PM,9.077,,,,,,
979,03/06/2018 09:59:58 PM,9.077,,,,,,
980,03/06/2018 10:14:58 PM,8.978,,,,,,
981,03/06/2018 10:29:58 PM,8.978,,,,,,
982,03/06/2018 10:44:58 PM,8.879,,,,,,
983,03/06/2018 10:59:58 PM,8.978,,,,,,
984,03/06/2018 11:14:58 PM,8.879,,,,,,
985,03/06/2018 11:29:58 PM,8.879,,,,,,
986,03/06/2018 11:44:58 PM,8.779,,,,,,
987,03/06/2018 11:59:58 PM,8.779,,,,,,
988,03/07/2018 12:14:58 AM,8.680,,,,,,
989,03/07/2018 12:29:58 AM,8.680,,,,,,
990,03/07/2018 12:44:58 AM,8.581,,,,,,
991,03/07/2018 12:59:58 AM,8.581,,,,,,
992,03/07/2018 01:14:58 AM,8.382,,,,,,
