"Título de trazado: JTU_01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Evento, mm (LGR S/N: 10725305, SEN S/N: 10725305)";"Final de archivo (LGR S/N: 10725305)"
727;08/01/18 12:55:45;72.6;
728;08/01/18 12:57:08;72.7;
729;08/01/18 13:00:37;72.8;
730;08/01/18 13:03:19;72.9;
731;08/01/18 13:04:19;73.0;
732;08/01/18 13:05:15;73.1;
733;08/01/18 13:06:03;73.2;
734;08/01/18 13:06:57;73.3;
735;08/01/18 13:07:39;73.4;
736;08/01/18 13:08:23;73.5;
737;08/01/18 13:09:04;73.6;
738;08/01/18 13:09:54;73.7;
739;08/01/18 13:10:35;73.8;
740;08/01/18 13:11:19;73.9;
741;08/01/18 13:12:02;74.0;
742;08/01/18 13:12:56;74.1;
743;08/01/18 13:13:44;74.2;
744;08/01/18 13:14:43;74.3;
745;08/01/18 13:15:39;74.4;
746;08/01/18 13:16:44;74.5;
747;08/01/18 13:17:45;74.6;
748;08/01/18 13:18:55;74.7;
749;08/01/18 13:20:05;74.8;
750;08/01/18 13:21:36;74.9;
751;08/01/18 13:23:12;75.0;
752;08/01/18 13:26:18;75.1;
753;08/01/18 13:30:37;75.2;
754;08/01/18 13:38:46;75.3;
755;08/01/18 13:43:48;75.4;
756;08/01/18 13:46:21;75.5;
757;08/01/18 13:50:36;75.6;
758;08/01/18 13:56:25;75.7;
759;08/01/18 14:00:48;75.8;
760;08/01/18 14:02:49;75.9;
761;08/01/18 14:04:47;76.0;
762;08/01/18 14:07:50;76.1;
763;08/01/18 14:41:04;76.2;
764;08/01/18 14:46:09;76.3;
765;08/01/18 14:47:54;76.4;
766;08/01/18 14:49:43;76.5;
767;08/01/18 14:51:12;76.6;
768;08/01/18 14:52:44;76.7;
769;08/01/18 14:54:12;76.8;
770;08/01/18 14:56:03;76.9;
771;08/01/18 14:57:55;77.0;
772;08/01/18 14:59:52;77.1;
773;08/01/18 15:01:20;77.2;
774;08/01/18 15:03:03;77.3;
775;08/01/18 15:04:09;77.4;
776;08/01/18 15:05:23;77.5;
777;08/01/18 15:06:28;77.6;
778;08/01/18 15:08:20;77.7;
779;08/01/18 15:10:05;77.8;
780;08/01/18 15:11:43;77.9;
781;08/01/18 15:12:58;78.0;
782;08/01/18 15:14:22;78.1;
783;08/01/18 15:15:58;78.2;
784;08/01/18 15:18:04;78.3;
785;08/01/18 15:20:07;78.4;
786;08/01/18 15:22:26;78.5;
787;08/01/18 15:24:22;78.6;
788;08/01/18 15:27:36;78.7;
789;08/01/18 15:30:39;78.8;
790;08/01/18 15:33:17;78.9;
791;08/01/18 15:35:52;79.0;
792;08/01/18 15:38:43;79.1;
793;08/01/18 15:42:26;79.2;
794;08/01/18 15:46:09;79.3;
795;08/01/18 15:49:07;79.4;
796;08/01/18 15:53:46;79.5;
797;08/01/18 16:32:48;79.6;
798;08/01/18 16:35:44;79.7;
799;08/01/18 16:37:50;79.8;
800;08/01/18 16:40:35;79.9;
801;08/01/18 16:43:45;80.0;
802;08/01/18 16:48:06;80.1;
803;08/01/18 16:52:51;80.2;
804;08/01/18 16:59:58;80.3;
805;08/01/18 17:03:58;80.4;
806;08/01/18 17:08:48;80.5;
807;08/01/18 17:14:22;80.6;
808;08/01/18 17:19:16;80.7;
809;08/01/18 17:22:36;80.8;
810;08/01/18 17:26:10;80.9;
811;08/01/18 17:29:31;81.0;
812;08/01/18 17:33:10;81.1;
813;08/01/18 17:35:56;81.2;
814;08/01/18 17:39:34;81.3;
815;08/01/18 17:44:17;81.4;
816;08/01/18 17:56:54;81.5;
817;08/01/18 21:11:51;81.6;
818;08/01/18 21:22:35;81.7;
819;08/01/18 21:28:59;81.8;
820;08/01/18 21:41:50;81.9;
821;08/01/18 22:07:12;82.0;
822;08/01/18 22:16:06;82.1;
823;08/01/18 22:21:34;82.2;
824;08/01/18 22:27:30;82.3;
825;08/01/18 22:30:00;82.4;
826;08/01/18 22:34:29;82.5;
827;08/01/18 22:40:42;82.6;
828;08/01/18 22:48:24;82.7;
829;08/01/18 22:53:37;82.8;
830;08/01/18 22:58:35;82.9;
831;08/01/18 23:02:51;83.0;
832;08/01/18 23:07:17;83.1;
833;08/01/18 23:11:31;83.2;
834;08/01/18 23:18:16;83.3;
835;08/01/18 23:36:50;83.4;
836;11/01/18 11:59:54;83.5;
837;11/01/18 12:02:11;83.6;
838;11/01/18 12:03:08;83.7;
839;11/01/18 12:03:47;83.8;
840;11/01/18 12:04:31;83.9;
841;11/01/18 12:05:10;84.0;
842;11/01/18 12:06:13;84.1;
843;11/01/18 12:08:38;84.2;
844;11/01/18 12:14:05;84.3;
845;11/01/18 12:16:21;84.4;
846;11/01/18 12:19:49;84.5;
847;11/01/18 12:23:27;84.6;
848;11/01/18 16:11:54;84.7;
849;11/01/18 16:15:36;84.8;
850;11/01/18 16:18:03;84.9;
851;11/01/18 16:20:29;85.0;
852;11/01/18 16:31:05;85.1;
853;12/01/18 14:06:42;85.2;
854;12/01/18 14:08:40;85.3;
855;12/01/18 14:13:30;85.4;
856;12/01/18 16:00:13;85.5;
857;12/01/18 16:02:07;85.6;
858;12/01/18 16:03:10;85.7;
859;12/01/18 16:04:10;85.8;
860;12/01/18 16:05:22;85.9;
861;12/01/18 16:07:10;86.0;
862;12/01/18 16:08:27;86.1;
863;12/01/18 16:09:21;86.2;
864;12/01/18 16:10:41;86.3;
865;12/01/18 16:12:01;86.4;
866;12/01/18 16:14:58;86.5;
867;12/01/18 16:20:03;86.6;
868;12/01/18 16:22:06;86.7;
869;12/01/18 16:22:55;86.8;
870;12/01/18 16:24:14;86.9;
871;12/01/18 16:25:58;87.0;
872;12/01/18 16:47:07;87.1;
873;13/01/18 16:06:20;87.2;
874;14/01/18 06:47:08;87.3;
875;14/01/18 11:55:30;87.4;
876;14/01/18 12:04:45;87.5;
877;14/01/18 12:06:33;87.6;
878;14/01/18 12:08:22;87.7;
879;14/01/18 12:09:58;87.8;
880;14/01/18 12:11:54;87.9;
881;14/01/18 12:14:58;88.0;
882;14/01/18 12:19:25;88.1;
883;14/01/18 12:27:40;88.2;
884;14/01/18 12:38:07;88.3;
885;14/01/18 13:57:12;88.4;
886;14/01/18 14:00:01;88.5;
887;14/01/18 14:01:56;88.6;
888;14/01/18 14:04:18;88.7;
889;14/01/18 14:05:20;88.8;
890;14/01/18 14:06:17;88.9;
891;14/01/18 14:07:50;89.0;
892;14/01/18 14:09:39;89.1;
893;14/01/18 14:10:47;89.2;
894;14/01/18 14:12:39;89.3;
895;14/01/18 14:14:03;89.4;
896;14/01/18 14:15:41;89.5;
897;14/01/18 14:17:12;89.6;
898;14/01/18 14:20:30;89.7;
899;14/01/18 14:24:19;89.8;
900;14/01/18 14:28:29;89.9;
901;14/01/18 14:46:55;90.0;
902;14/01/18 14:48:44;90.1;
903;14/01/18 14:49:49;90.2;
904;14/01/18 14:51:50;90.3;
905;14/01/18 14:53:45;90.4;
906;14/01/18 14:55:09;90.5;
907;14/01/18 14:56:27;90.6;
908;14/01/18 14:58:24;90.7;
909;14/01/18 15:00:32;90.8;
910;14/01/18 15:04:11;90.9;
911;14/01/18 15:07:28;91.0;
912;14/01/18 15:13:48;91.1;
913;14/01/18 15:17:46;91.2;
914;14/01/18 15:20:00;91.3;
915;14/01/18 15:22:03;91.4;
916;14/01/18 15:24:16;91.5;
917;14/01/18 15:26:09;91.6;
918;14/01/18 15:27:59;91.7;
919;14/01/18 15:29:35;91.8;
920;14/01/18 15:31:10;91.9;
921;14/01/18 15:32:25;92.0;
922;14/01/18 15:33:47;92.1;
923;14/01/18 15:35:00;92.2;
924;14/01/18 15:37:02;92.3;
925;14/01/18 15:39:08;92.4;
926;14/01/18 15:41:33;92.5;
927;14/01/18 15:43:41;92.6;
928;14/01/18 15:45:36;92.7;
929;14/01/18 15:47:40;92.8;
930;14/01/18 15:51:02;92.9;
931;14/01/18 15:55:10;93.0;
932;14/01/18 15:58:13;93.1;
933;14/01/18 16:00:38;93.2;
934;14/01/18 16:03:13;93.3;
935;14/01/18 16:05:01;93.4;
936;14/01/18 16:07:17;93.5;
937;14/01/18 16:09:31;93.6;
938;14/01/18 16:12:02;93.7;
939;14/01/18 16:14:16;93.8;
940;14/01/18 16:18:23;93.9;
941;14/01/18 16:20:57;94.0;
942;14/01/18 16:23:55;94.1;
943;14/01/18 16:27:09;94.2;
944;14/01/18 16:28:59;94.3;
945;14/01/18 16:30:28;94.4;
946;14/01/18 16:32:00;94.5;
947;14/01/18 16:33:43;94.6;
948;14/01/18 16:36:21;94.7;
949;14/01/18 16:38:12;94.8;
950;14/01/18 16:40:04;94.9;
951;14/01/18 16:42:12;95.0;
952;14/01/18 16:44:44;95.1;
953;14/01/18 16:47:08;95.2;
954;14/01/18 16:56:53;95.3;
955;14/01/18 17:02:51;95.4;
956;14/01/18 17:08:27;95.5;
957;14/01/18 18:03:58;95.6;
958;14/01/18 23:46:04;95.7;
959;14/01/18 23:59:38;95.8;
960;15/01/18 00:23:04;95.9;
961;15/01/18 00:30:16;96.0;
962;15/01/18 00:39:50;96.1;
963;15/01/18 00:50:13;96.2;
964;15/01/18 00:59:30;96.3;
965;15/01/18 01:07:26;96.4;
966;15/01/18 01:19:54;96.5;
967;15/01/18 01:26:46;96.6;
968;15/01/18 01:39:36;96.7;
969;15/01/18 01:52:19;96.8;
970;15/01/18 02:02:17;96.9;
971;15/01/18 02:06:10;97.0;
972;15/01/18 02:11:58;97.1;
973;15/01/18 02:17:25;97.2;
974;15/01/18 02:25:31;97.3;
975;15/01/18 02:31:40;97.4;
976;15/01/18 02:40:51;97.5;
977;15/01/18 02:52:21;97.6;
978;15/01/18 03:12:59;97.7;
979;15/01/18 03:49:02;97.8;
980;15/01/18 06:40:18;97.9;
981;15/01/18 06:58:49;98.0;
982;15/01/18 07:20:22;98.1;
983;15/01/18 11:26:02;98.2;
984;15/01/18 11:27:02;98.3;
985;15/01/18 11:27:36;98.4;
986;15/01/18 11:28:19;98.5;
987;15/01/18 11:29:04;98.6;
988;15/01/18 11:29:58;98.7;
989;15/01/18 11:30:35;98.8;
990;15/01/18 11:31:40;98.9;
991;15/01/18 11:32:39;99.0;
992;15/01/18 11:33:41;99.1;
993;15/01/18 11:34:24;99.2;
994;15/01/18 11:35:34;99.3;
995;15/01/18 11:38:35;99.4;
996;15/01/18 12:49:40;99.5;
997;15/01/18 12:52:52;99.6;
998;15/01/18 12:55:40;99.7;
999;15/01/18 12:56:43;99.8;
1000;15/01/18 12:58:04;99.9;
1001;15/01/18 12:59:57;100.0;
1002;15/01/18 13:00:55;100.1;
1003;15/01/18 13:04:05;100.2;
1004;15/01/18 13:14:16;100.3;
1005;15/01/18 13:18:11;100.4;
1006;15/01/18 13:21:34;100.5;
1007;15/01/18 13:25:12;100.6;
1008;15/01/18 13:38:45;100.7;
1009;15/01/18 14:00:12;100.8;
1010;15/01/18 14:02:19;100.9;
1011;15/01/18 14:04:25;101.0;
1012;15/01/18 14:06:31;101.1;
1013;15/01/18 14:08:02;101.2;
1014;15/01/18 14:10:49;101.3;
1015;15/01/18 14:12:39;101.4;
1016;15/01/18 14:14:40;101.5;
1017;15/01/18 14:16:40;101.6;
1018;15/01/18 14:18:39;101.7;
1019;15/01/18 14:20:35;101.8;
1020;15/01/18 14:23:40;101.9;
1021;15/01/18 14:25:42;102.0;
1022;15/01/18 14:28:04;102.1;
1023;15/01/18 14:33:05;102.2;
1024;15/01/18 14:36:49;102.3;
1025;15/01/18 14:40:44;102.4;
1026;15/01/18 14:43:41;102.5;
1027;15/01/18 15:11:24;102.6;
1028;15/01/18 15:19:15;102.7;
1029;15/01/18 15:24:03;102.8;
1030;15/01/18 16:07:45;102.9;
1031;15/01/18 22:41:52;103.0;
1032;15/01/18 23:35:19;103.1;
1033;16/01/18 01:00:14;103.2;
1034;16/01/18 01:08:50;103.3;
1035;16/01/18 01:11:37;103.4;
1036;16/01/18 01:14:56;103.5;
1037;16/01/18 01:20:16;103.6;
1038;16/01/18 01:25:10;103.7;
1039;16/01/18 01:33:12;103.8;
1040;16/01/18 01:48:33;103.9;
1041;16/01/18 02:10:33;104.0;
1042;16/01/18 02:20:01;104.1;
1043;16/01/18 02:38:31;104.2;
1044;16/01/18 03:08:08;104.3;
1045;16/01/18 03:22:35;104.4;
1046;16/01/18 03:38:51;104.5;
1047;16/01/18 03:45:37;104.6;
1048;16/01/18 03:53:14;104.7;
1049;16/01/18 03:59:12;104.8;
1050;16/01/18 04:06:33;104.9;
1051;16/01/18 04:12:27;105.0;
1052;16/01/18 04:23:15;105.1;
1053;16/01/18 04:32:41;105.2;
1054;16/01/18 04:40:03;105.3;
1055;16/01/18 04:47:53;105.4;
1056;16/01/18 04:58:42;105.5;
1057;16/01/18 05:22:30;105.6;
1058;16/01/18 05:45:10;105.7;
1059;16/01/18 05:49:23;105.8;
1060;16/01/18 05:54:20;105.9;
1061;16/01/18 06:03:04;106.0;
1062;16/01/18 06:47:34;106.1;
1063;16/01/18 07:53:38;106.2;
1064;16/01/18 08:12:07;106.3;
1065;16/01/18 09:52:57;106.4;
1066;16/01/18 10:04:16;106.5;
1067;16/01/18 10:12:13;106.6;
1068;16/01/18 10:18:29;106.7;
1069;16/01/18 10:31:20;106.8;
1070;16/01/18 10:44:48;106.9;
1071;16/01/18 10:48:36;107.0;
1072;16/01/18 10:54:46;107.1;
1073;16/01/18 11:41:26;107.2;
1074;16/01/18 11:49:29;107.3;
1075;16/01/18 16:16:01;107.4;
1076;16/01/18 16:22:50;107.5;
1077;16/01/18 18:00:27;107.6;
1078;17/01/18 03:19:15;107.7;
1079;17/01/18 05:02:37;107.8;
1080;17/01/18 05:09:08;107.9;
1081;17/01/18 05:15:58;108.0;
1082;17/01/18 05:43:01;108.1;
1083;17/01/18 05:59:46;108.2;
1084;17/01/18 06:11:19;108.3;
1085;17/01/18 06:38:45;108.4;
1086;17/01/18 10:18:55;108.5;
1087;17/01/18 11:09:25;108.6;
1088;17/01/18 11:14:56;108.7;
1089;17/01/18 13:51:45;108.8;
1090;17/01/18 13:56:55;108.9;
1091;17/01/18 14:02:47;109.0;
1092;17/01/18 14:03:48;109.1;
1093;17/01/18 14:07:25;109.2;
1094;17/01/18 14:09:13;109.3;
1095;17/01/18 15:00:36;109.4;
1096;17/01/18 15:04:32;109.5;
1097;17/01/18 15:39:30;109.6;
1098;17/01/18 15:47:10;109.7;
1099;17/01/18 15:51:20;109.8;
1100;17/01/18 16:00:47;109.9;
1101;17/01/18 16:04:20;110.0;
1102;17/01/18 16:08:14;110.1;
1103;17/01/18 16:08:55;110.2;
1104;17/01/18 16:09:51;110.3;
1105;17/01/18 16:10:40;110.4;
1106;17/01/18 16:12:28;110.5;
1107;17/01/18 16:15:30;110.6;
1108;18/01/18 04:05:15;110.7;
1109;18/01/18 12:15:04;110.8;
1110;18/01/18 12:28:44;110.9;
1111;18/01/18 12:36:00;111.0;
1112;18/01/18 12:38:42;111.1;
1113;18/01/18 12:39:17;111.2;
1114;18/01/18 12:40:22;111.3;
1115;18/01/18 12:43:47;111.4;
1116;18/01/18 16:13:27;111.5;
1117;19/01/18 03:22:46;111.6;
1118;19/01/18 06:05:27;111.7;
1119;19/01/18 06:30:07;111.8;
1120;19/01/18 07:23:45;111.9;
1121;19/01/18 07:27:58;112.0;
1122;19/01/18 07:31:22;112.1;
1123;19/01/18 07:37:10;112.2;
1124;19/01/18 07:41:12;112.3;
1125;19/01/18 07:45:18;112.4;
1126;19/01/18 07:49:41;112.5;
1127;19/01/18 07:53:00;112.6;
1128;19/01/18 07:55:59;112.7;
1129;19/01/18 08:00:00;112.8;
1130;19/01/18 08:02:34;112.9;
1131;19/01/18 08:04:32;113.0;
1132;19/01/18 08:08:11;113.1;
1133;19/01/18 08:12:23;113.2;
1134;19/01/18 08:19:09;113.3;
1135;19/01/18 16:36:55;113.4;
1136;19/01/18 17:02:43;113.5;
1137;19/01/18 17:09:38;113.6;
1138;19/01/18 18:53:35;113.7;
1139;19/01/18 22:28:16;113.8;
1140;19/01/18 22:40:27;113.9;
1141;19/01/18 22:56:53;114.0;
1142;19/01/18 23:40:06;114.1;
1143;19/01/18 23:59:08;114.2;
1144;20/01/18 00:19:06;114.3;
1145;20/01/18 00:40:11;114.4;
1146;20/01/18 01:38:29;114.5;
1147;20/01/18 02:49:59;114.6;
1148;20/01/18 03:02:03;114.7;
1149;20/01/18 03:09:11;114.8;
1150;20/01/18 03:31:40;114.9;
1151;20/01/18 03:51:00;115.0;
1152;20/01/18 04:42:30;115.1;
1153;20/01/18 04:51:42;115.2;
1154;20/01/18 05:01:19;115.3;
1155;20/01/18 05:09:55;115.4;
1156;20/01/18 05:14:45;115.5;
1157;20/01/18 05:24:48;115.6;
1158;20/01/18 05:38:34;115.7;
1159;20/01/18 05:50:37;115.8;
1160;20/01/18 05:57:10;115.9;
1161;20/01/18 06:15:22;116.0;
1162;20/01/18 07:00:47;116.1;
1163;20/01/18 07:24:03;116.2;
1164;21/01/18 21:35:36;116.3;
1165;21/01/18 22:03:15;116.4;
1166;21/01/18 22:41:42;116.5;
1167;22/01/18 01:55:53;116.6;
1168;29/01/18 07:02:41;116.7;
1169;30/01/18 07:02:12;116.8;
1170;01/02/18 07:03:10;116.9;
1171;02/02/18 06:00:08;117.0;
1172;02/02/18 15:16:07;117.1;
1173;02/02/18 15:26:03;117.2;
1174;02/02/18 15:28:57;117.3;
1175;02/02/18 15:30:05;117.4;
1176;02/02/18 15:31:33;117.5;
1177;02/02/18 15:33:47;117.6;
1178;02/02/18 15:37:47;117.7;
1179;02/02/18 15:40:36;117.8;
1180;02/02/18 15:44:01;117.9;
1181;02/02/18 15:45:59;118.0;
1182;02/02/18 15:48:28;118.1;
1183;02/02/18 15:51:32;118.2;
1184;02/02/18 15:54:06;118.3;
1185;02/02/18 15:57:09;118.4;
1186;02/02/18 16:02:06;118.5;
1187;02/02/18 16:09:13;118.6;
1188;02/02/18 16:13:40;118.7;
1189;02/02/18 16:17:09;118.8;
1190;02/02/18 16:44:20;118.9;
1191;02/02/18 17:17:01;119.0;
1192;02/02/18 17:26:42;119.1;
1193;02/02/18 17:29:57;119.2;
1194;02/02/18 17:33:41;119.3;
1195;02/02/18 17:36:49;119.4;
1196;02/02/18 17:41:54;119.5;
1197;02/02/18 17:54:18;119.6;
1198;03/02/18 12:47:06;119.7;
1199;03/02/18 12:49:35;119.8;
1200;03/02/18 12:50:43;119.9;
1201;03/02/18 12:51:51;120.0;
1202;03/02/18 13:07:17;120.1;
1203;03/02/18 13:09:33;120.2;
1204;03/02/18 13:13:08;120.3;
1205;03/02/18 13:19:11;120.4;
1206;03/02/18 14:08:01;120.5;
1207;03/02/18 14:08:31;120.6;
1208;03/02/18 14:09:13;120.7;
1209;03/02/18 14:09:31;120.8;
1210;03/02/18 14:09:53;120.9;
1211;03/02/18 14:10:11;121.0;
1212;03/02/18 14:10:38;121.1;
1213;03/02/18 14:10:58;121.2;
1214;03/02/18 14:11:22;121.3;
1215;03/02/18 14:11:42;121.4;
1216;03/02/18 14:12:09;121.5;
1217;03/02/18 14:12:27;121.6;
1218;03/02/18 14:12:48;121.7;
1219;03/02/18 14:13:12;121.8;
1220;03/02/18 14:13:40;121.9;
1221;03/02/18 14:13:54;122.0;
1222;03/02/18 14:14:12;122.1;
1223;03/02/18 14:14:29;122.2;
1224;03/02/18 14:14:43;122.3;
1225;03/02/18 14:14:54;122.4;
1226;03/02/18 14:15:09;122.5;
1227;03/02/18 14:15:24;122.6;
1228;03/02/18 14:15:43;122.7;
1229;03/02/18 14:16:00;122.8;
1230;03/02/18 14:16:25;122.9;
1231;03/02/18 14:16:43;123.0;
1232;03/02/18 14:17:05;123.1;
1233;03/02/18 14:17:35;123.2;
1234;03/02/18 14:18:07;123.3;
1235;03/02/18 14:18:50;123.4;
1236;03/02/18 14:20:14;123.5;
1237;03/02/18 14:21:45;123.6;
1238;03/02/18 14:25:50;123.7;
1239;04/02/18 07:20:06;123.8;
1240;05/02/18 16:37:10;123.9;
1241;05/02/18 16:41:40;124.0;
1242;05/02/18 16:45:41;124.1;
1243;05/02/18 16:47:31;124.2;
1244;05/02/18 16:47:50;124.3;
1245;05/02/18 16:48:01;124.4;
1246;05/02/18 16:48:13;124.5;
1247;05/02/18 16:48:28;124.6;
1248;05/02/18 16:48:42;124.7;
1249;05/02/18 16:48:49;124.8;
1250;05/02/18 16:48:59;124.9;
1251;05/02/18 16:49:07;125.0;
1252;05/02/18 16:49:15;125.1;
1253;05/02/18 16:49:25;125.2;
1254;05/02/18 16:49:40;125.3;
1255;05/02/18 16:50:48;125.4;
1256;05/02/18 19:49:07;125.5;
1257;05/02/18 19:53:16;125.6;
1258;05/02/18 19:56:51;125.7;
1259;05/02/18 19:58:25;125.8;
1260;05/02/18 19:59:30;125.9;
1261;05/02/18 20:00:39;126.0;
1262;05/02/18 20:02:24;126.1;
1263;05/02/18 20:04:05;126.2;
1264;05/02/18 20:05:09;126.3;
1265;05/02/18 20:05:42;126.4;
1266;05/02/18 20:06:10;126.5;
1267;05/02/18 20:06:41;126.6;
1268;05/02/18 20:07:17;126.7;
1269;05/02/18 20:07:50;126.8;
1270;05/02/18 20:08:20;126.9;
1271;05/02/18 20:08:41;127.0;
1272;05/02/18 20:09:03;127.1;
1273;05/02/18 20:09:24;127.2;
1274;05/02/18 20:09:40;127.3;
1275;05/02/18 20:09:53;127.4;
1276;05/02/18 20:10:06;127.5;
1277;05/02/18 20:10:17;127.6;
1278;05/02/18 20:10:34;127.7;
1279;05/02/18 20:10:56;127.8;
1280;05/02/18 20:11:19;127.9;
1281;05/02/18 20:11:35;128.0;
1282;05/02/18 20:11:55;128.1;
1283;05/02/18 20:12:15;128.2;
1284;05/02/18 20:12:35;128.3;
1285;05/02/18 20:13:02;128.4;
1286;05/02/18 20:13:59;128.5;
1287;05/02/18 20:16:23;128.6;
1288;05/02/18 20:22:08;128.7;
1289;05/02/18 20:24:22;128.8;
1290;05/02/18 20:29:09;128.9;
1291;05/02/18 22:32:24;129.0;
1292;08/02/18 06:56:38;129.1;
1293;09/02/18 10:37:32;129.1;Registrado
